ID,Name,Gene Name,GenBank Protein ID,GenBank Gene ID,UniProt ID,Uniprot Title,PDB ID,GeneCard ID,GenAtlas ID,HGNC ID,Species,Drug IDs
2638,Cytochrome P450 3A4,CYP3A4,"",M18907,P08684,CP3A4_HUMAN,1TQN; 1W0E; 1W0F; 1W0G; 2J0D; 2V0M; 3NXU; 3TJS; 3UA1; 4D6Z; 4D75; 4D78; 4D7D; 4I3Q; 4I4G; 4I4H; 4K9T; 4K9U; 4K9V; 4K9W; 4K9X; 4NY4; 5A1P; 5A1R,,CYP3A4,HGNC:2637,Humans,DB00041; DB00082; DB00091; DB00104; DB00136; DB00163; DB00169; DB00170; DB00176; DB00180; DB00184; DB00185; DB00186; DB00188; DB00191; DB00193; DB00196; DB00197; DB00199; DB00201; DB00203; DB00204; DB00207; DB00213; DB00215; DB00216; DB00220; DB00224; DB00227; DB00231; DB00234; DB00238; DB00239; DB00240; DB00243; DB00246; DB00247; DB00248; DB00250; DB00252; DB00253; DB00254; DB00255; DB00257; DB00264; DB00270; DB00273; DB00277; DB00278; DB00280; DB00281; DB00285; DB00286; DB00288; DB00294; DB00295; DB00296; DB00297; DB00301; DB00304; DB00307; DB00309; DB00312; DB00313; DB00316; DB00317; DB00318; DB00320; DB00321; DB00324; DB00330; DB00333; DB00334; DB00337; DB00338; DB00342; DB00343; DB00346; DB00347; DB00349; DB00351; DB00353; DB00356; DB00357; DB00358; DB00359; DB00361; DB00363; DB00365; DB00367; DB00370; DB00377; DB00378; DB00379; DB00381; DB00393; DB00394; DB00396; DB00398; DB00400; DB00401; DB00402; DB00404; DB00412; DB00420; DB00425; DB00435; DB00439; DB00440; DB00443; DB00444; DB00446; DB00448; DB00454; DB00455; DB00458; DB00468; DB00470; DB00471; DB00472; DB00475; DB00476; DB00477; DB00481; DB00482; DB00485; DB00486; DB00490; DB00495; DB00496; DB00497; DB00499; DB00501; DB00502; DB00503; DB00514; DB00518; DB00520; DB00528; DB00530; DB00531; DB00533; DB00537; DB00539; DB00540; DB00541; DB00545; DB00546; DB00549; DB00557; DB00559; DB00563; DB00564; DB00568; DB00570; DB00571; DB00574; DB00575; DB00580; DB00582; DB00586; DB00588; DB00589; DB00590; DB00591; DB00593; DB00602; DB00603; DB00604; DB00607; DB00608; DB00612; DB00615; DB00617; DB00619; DB00620; DB00622; DB00624; DB00625; DB00627; DB00628; DB00635; DB00636; DB00637; DB00641; DB00647; DB00648; DB00655; DB00656; DB00661; DB00663; DB00668; DB00673; DB00674; DB00675; DB00678; DB00682; DB00683; DB00687; DB00688; DB00690; DB00694; DB00696; DB00700; DB00701; DB00705; DB00706; DB00708; DB00714; DB00715; DB00717; DB00719; DB00724; DB00731; DB00734; DB00736; DB00741; DB00744; DB00745; DB00747; DB00751; DB00752; DB00755; DB00757; DB00758; DB00759; DB00762; DB00763; DB00764; DB00768; DB00769; DB00773; DB00776; DB00778; DB00780; DB00783; DB00794; DB00802; DB00808; DB00812; DB00813; DB00814; DB00819; DB00820; DB00822; DB00823; DB00825; DB00829; DB00834; DB00836; DB00843; DB00845; DB00846; DB00850; DB00856; DB00857; DB00860; DB00862; DB00863; DB00864; DB00865; DB00872; DB00877; DB00889; DB00896; DB00897; DB00898; DB00904; DB00905; DB00906; DB00907; DB00908; DB00909; DB00910; DB00911; DB00912; DB00916; DB00918; DB00921; DB00924; DB00932; DB00938; DB00946; DB00947; DB00949; DB00951; DB00954; DB00956; DB00957; DB00959; DB00962; DB00969; DB00972; DB00973; DB00976; DB00977; DB00980; DB00982; DB00986; DB00987; DB00990; DB00997; DB01001; DB01002; DB01006; DB01007; DB01008; DB01011; DB01012; DB01013; DB01015; DB01016; DB01018; DB01023; DB01024; DB01026; DB01028; DB01029; DB01032; DB01036; DB01037; DB01041; DB01045; DB01047; DB01049; DB01050; DB01054; DB01058; DB01059; DB01062; DB01068; DB01071; DB01072; DB01074; DB01076; DB01083; DB01085; DB01087; DB01093; DB01095; DB01100; DB01103; DB01104; DB01105; DB01110; DB01114; DB01115; DB01117; DB01118; DB01127; DB01128; DB01129; DB01130; DB01132; DB01134; DB01136; DB01138; DB01142; DB01149; DB01151; DB01152; DB01154; DB01159; DB01166; DB01167; DB01169; DB01173; DB01174; DB01175; DB01181; DB01182; DB01183; DB01184; DB01186; DB01190; DB01192; DB01194; DB01196; DB01198; DB01200; DB01201; DB01204; DB01206; DB01211; DB01215; DB01216; DB01217; DB01218; DB01220; DB01221; DB01222; DB01223; DB01224; DB01227; DB01229; DB01232; DB01233; DB01234; DB01236; DB01238; DB01241; DB01242; DB01244; DB01248; DB01253; DB01254; DB01256; DB01259; DB01260; DB01261; DB01263; DB01264; DB01267; DB01268; DB01275; DB01285; DB01319; DB01320; DB01323; DB01333; DB01349; DB01352; DB01357; DB01369; DB01380; DB01381; DB01384; DB01388; DB01392; DB01393; DB01394; DB01395; DB01396; DB01406; DB01409; DB01410; DB01411; DB01418; DB01420; DB01424; DB01435; DB01456; DB01466; DB01483; DB01536; DB01544; DB01551; DB01559; DB01583; DB01587; DB01588; DB01589; DB01590; DB01591; DB01595; DB01601; DB01609; DB01611; DB01621; DB01624; DB01628; DB01645; DB01656; DB01685; DB01698; DB01764; DB01873; DB02187; DB02520; DB02701; DB02703; DB02709; DB02789; DB03010; DB03515; DB03701; DB03783; DB04070; DB04572; DB04574; DB04630; DB04652; DB04743; DB04794; DB04817; DB04825; DB04828; DB04829; DB04832; DB04833; DB04835; DB04838; DB04839; DB04841; DB04842; DB04845; DB04855; DB04856; DB04861; DB04868; DB04871; DB04884; DB04886; DB04894; DB04896; DB04905; DB04908; DB04911; DB04920; DB04934; DB04938; DB04946; DB04951; DB04957; DB04975; DB04977; DB05015; DB05039; DB05087; DB05109; DB05154; DB05212; DB05239; DB05271; DB05294; DB05316; DB05351; DB05467; DB05482; DB05521; DB05541; DB05667; DB05676; DB05773; DB05812; DB05814; DB05885; DB05903; DB05928; DB06016; DB06077; DB06083; DB06119; DB06137; DB06144; DB06148; DB06152; DB06155; DB06174; DB06176; DB06201; DB06203; DB06207; DB06209; DB06212; DB06216; DB06218; DB06228; DB06230; DB06233; DB06234; DB06237; DB06267; DB06268; DB06273; DB06282; DB06287; DB06290; DB06292; DB06318; DB06335; DB06342; DB06370; DB06403; DB06412; DB06413; DB06414; DB06419; DB06442; DB06446; DB06448; DB06458; DB06469; DB06470; DB06480; DB06587; DB06589; DB06595; DB06603; DB06605; DB06616; DB06626; DB06636; DB06652; DB06654; DB06663; DB06670; DB06684; DB06685; DB06697; DB06700; DB06702; DB06708; DB06710; DB06712; DB06713; DB06717; DB06730; DB06731; DB06738; DB06739; DB06742; DB06762; DB06772; DB06774; DB06777; DB06780; DB06781; DB06786; DB06789; DB06791; DB07348; DB07615; DB08439; DB08496; DB08502; DB08794; DB08811; DB08815; DB08816; DB08820; DB08827; DB08828; DB08833; DB08838; DB08864; DB08865; DB08867; DB08870; DB08873; DB08874; DB08875; DB08877; DB08881; DB08882; DB08883; DB08893; DB08895; DB08896; DB08899; DB08901; DB08903; DB08905; DB08906; DB08907; DB08909; DB08910; DB08911; DB08912; DB08918; DB08922; DB08931; DB08932; DB08933; DB08953; DB08970; DB08971; DB08980; DB08992; DB08995; DB09017; DB09026; DB09030; DB09034; DB09036; DB09039; DB09048; DB09049; DB09053; DB09054; DB09061; DB09063; DB09068; DB09071; DB09073; DB09074; DB09078; DB09079; DB09082; DB09083; DB09089; DB09090; DB09095; DB09099; DB09101; DB09102; DB09118; DB09119; DB09123; DB09124; DB09128; DB09143; DB09166; DB09173; DB09183; DB09185; DB09195; DB09198; DB09199; DB09200; DB09201; DB09216; DB09223; DB09225; DB09227; DB09229; DB09230; DB09231; DB09232; DB09234; DB09235; DB09236; DB09237; DB09238; DB09239; DB09240; DB09241; DB09262; DB09280; DB09288; DB09289; DB09291; DB09297; DB09299; DB09308; DB09309; DB09317; DB09318; DB09330; DB09371; DB09378; DB09381; DB09383; DB09389; DB09555; DB09570; DB10534; DB11094; DB11130; DB11198; DB11251; DB11273; DB11274; DB11362; DB11383; DB11400; DB11405; DB11442; DB11459; DB11470; DB11487; DB11529; DB11560; DB11574; DB11575; DB11581; DB11586; DB11613; DB11614; DB11619; DB11633; DB11635; DB11636; DB11637; DB11641; DB11642; DB11672; DB11689; DB11693; DB11697; DB11703; DB11712; DB11718; DB11730; DB11737; DB11739; DB11742; DB11750; DB11752; DB11753; DB11757; DB11761; DB11767; DB11779; DB11791; DB11796; DB11799; DB11800; DB11805; DB11817; DB11823; DB11828; DB11837; DB11886; DB11901; DB11915; DB11919; DB11921; DB11932; DB11942; DB11943; DB11951; DB11952; DB11960; DB11963; DB11978; DB11986; DB12001; DB12010; DB12015; DB12016; DB12020; DB12026; DB12070; DB12089; DB12092; DB12093; DB12095; DB12130; DB12131; DB12141; DB12147; DB12161; DB12235; DB12240; DB12245; DB12265; DB12266; DB12267; DB12278; DB12301; DB12329; DB12332; DB12371; DB12391; DB12457; DB12471; DB12474; DB12483; DB12489; DB12499; DB12500; DB12515; DB12532; DB12537; DB12543; DB12582; DB12597; DB12612; DB12629; DB12674; DB12713; DB12781; DB12808; DB12825; DB12834; DB12887; DB12923; DB12941; DB12952; DB12978; DB13003; DB13007; DB13074; DB13158; DB13179; DB13208; DB13287; DB13293; DB13338; DB13345; DB13347; DB13385; DB13399; DB13409; DB13456; DB13488; DB13500; DB13528; DB13602; DB13609; DB13685; DB13725; DB13728; DB13746; DB13766; DB13791; DB13835; DB13843; DB13857; DB13866; DB13867; DB13874; DB13879; DB13941; DB13943; DB13944; DB13946; DB13950; DB13952; DB13953; DB13954; DB13955; DB13956; DB13961; DB13975; DB13981; DB13997; DB14003; DB14009; DB14011; DB14019; DB14055; DB14063; DB14064; DB14065; DB14066; DB14068; DB14185; DB14240; DB14512; DB14538; DB14539; DB14540; DB14541; DB14542; DB14543; DB14544; DB14545; DB14568; DB14570; DB14575; DB14583; DB14596; DB14598; DB14600; DB14631; DB14633; DB14634; DB14635; DB14637; DB14644; DB14646; DB14649; DB14652; DB14659; DB14669; DB14678; DB14681; DB14723; DB14737; DB14761; DB14840; DB14881; DB14895; DB14921; DB14962; DB14973; DB14975; DB14984; DB14989; DB15011; DB15031; DB15035; DB15091; DB15102; DB15133; DB15149; DB15233; DB15305; DB15328; DB15444; DB15463; DB15489; DB15566; DB15568; DB15673; DB15685; DB15822; DB15982; DB16098; DB16165; DB16222; DB16226; DB16236; DB16267; DB16390; DB16691; DB16703; DB16732; DB17083
2639,Pancreatic alpha-amylase,AMY2A,"",M18785,P04746,AMYP_HUMAN,1B2Y; 1BSI; 1CPU; 1HNY; 1KB3; 1KBB; 1KBK; 1KGU; 1KGW; 1KGX; 1U2Y; 1U30; 1U33; 1XCW; 1XCX; 1XD0; 1XD1; 1XGZ; 1XH0; 1XH1; 1XH2; 2CPU; 2QMK; 2QV4; 3BAI; 3BAJ; 3BAK; 3BAW; 3BAX; 3BAY; 3CPU; 3IJ7; 3IJ8; 3IJ9; 3OLD; 3OLE; 3OLG; 3OLI; 4GQQ; 4GQR; 4W93; 4X9Y,,AMY2A,HGNC:477,Humans,DB00491; DB00702; DB02379; DB03088; DB03092; DB03439; DB03971; DB04453
2668,Bifunctional adenosylcobalamin biosynthesis protein CobU,cobU,"",AE008789,Q05599,COBU_SALTY,1C9K; 1CBU,,"",,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),DB00115
2705,Liver carboxylesterase 1,CES1,"",M73499,P23141,EST1_HUMAN,1MX1; 1MX5; 1MX9; 1YA4; 1YA8; 1YAH; 1YAJ; 2DQY; 2DQZ; 2DR0; 2H7C; 2HRQ; 2HRR; 3K9B; 4AB1,,CES1,HGNC:1863,Humans,DB00198; DB00328; DB00470; DB00519; DB00641; DB00675; DB00688; DB00758; DB00762; DB00875; DB00881; DB00907; DB01039; DB01086; DB01101; DB01410; DB06201; DB06693; DB06695; DB09061; DB09269; DB09299; DB09342; DB11181; DB11362; DB12095; DB12404; DB14009; DB14737; DB14761; DB14845; DB16349
2793,Cytochrome P450 2C9,CYP2C9,"",AY341248,P11712,CP2C9_HUMAN,1OG2; 1OG5; 1R9O; 4NZ2,,CYP2C9,HGNC:2623,Humans,DB00022; DB00170; DB00176; DB00177; DB00184; DB00188; DB00196; DB00197; DB00201; DB00203; DB00208; DB00214; DB00216; DB00220; DB00222; DB00231; DB00238; DB00250; DB00252; DB00255; DB00257; DB00263; DB00266; DB00281; DB00285; DB00304; DB00313; DB00317; DB00321; DB00322; DB00323; DB00327; DB00328; DB00330; DB00333; DB00334; DB00338; DB00347; DB00359; DB00363; DB00374; DB00396; DB00398; DB00404; DB00412; DB00414; DB00418; DB00420; DB00425; DB00439; DB00440; DB00443; DB00444; DB00448; DB00455; DB00461; DB00465; DB00468; DB00469; DB00470; DB00471; DB00472; DB00476; DB00482; DB00486; DB00495; DB00501; DB00502; DB00503; DB00514; DB00515; DB00531; DB00532; DB00533; DB00544; DB00549; DB00554; DB00559; DB00564; DB00568; DB00574; DB00576; DB00580; DB00582; DB00586; DB00590; DB00603; DB00604; DB00613; DB00615; DB00617; DB00619; DB00621; DB00622; DB00624; DB00625; DB00635; DB00641; DB00655; DB00661; DB00668; DB00672; DB00673; DB00675; DB00678; DB00682; DB00701; DB00705; DB00712; DB00715; DB00726; DB00731; DB00741; DB00744; DB00745; DB00749; DB00752; DB00755; DB00757; DB00758; DB00763; DB00783; DB00784; DB00788; DB00794; DB00796; DB00812; DB00814; DB00818; DB00829; DB00834; DB00839; DB00843; DB00850; DB00857; DB00869; DB00870; DB00891; DB00898; DB00904; DB00908; DB00916; DB00921; DB00936; DB00945; DB00946; DB00949; DB00951; DB00957; DB00959; DB00969; DB00972; DB00977; DB00980; DB00983; DB00986; DB01009; DB01015; DB01016; DB01023; DB01026; DB01028; DB01029; DB01032; DB01036; DB01037; DB01039; DB01041; DB01045; DB01050; DB01065; DB01067; DB01069; DB01072; DB01075; DB01076; DB01080; DB01095; DB01097; DB01098; DB01101; DB01104; DB01110; DB01115; DB01117; DB01118; DB01120; DB01124; DB01128; DB01129; DB01131; DB01136; DB01137; DB01138; DB01142; DB01154; DB01156; DB01159; DB01171; DB01174; DB01176; DB01177; DB01181; DB01195; DB01198; DB01201; DB01217; DB01221; DB01222; DB01241; DB01251; DB01274; DB01283; DB01289; DB01320; DB01355; DB01357; DB01381; DB01411; DB01418; DB01424; DB01435; DB01544; DB01589; DB01601; DB01628; DB01645; DB01685; DB02709; DB03756; DB03783; DB04216; DB04557; DB04574; DB04665; DB04725; DB04818; DB04831; DB04841; DB04854; DB04856; DB04868; DB04898; DB04911; DB04920; DB04938; DB04951; DB05015; DB05109; DB05219; DB05541; DB05812; DB06016; DB06083; DB06137; DB06150; DB06174; DB06204; DB06209; DB06218; DB06237; DB06268; DB06292; DB06370; DB06413; DB06414; DB06442; DB06448; DB06594; DB06595; DB06605; DB06652; DB06697; DB06717; DB06725; DB06729; DB06731; DB06736; DB06737; DB06738; DB06739; DB06803; DB06820; DB07615; DB08439; DB08496; DB08502; DB08798; DB08816; DB08822; DB08828; DB08860; DB08864; DB08875; DB08877; DB08881; DB08896; DB08899; DB08912; DB08932; DB08962; DB08995; DB09048; DB09061; DB09063; DB09068; DB09078; DB09080; DB09118; DB09120; DB09167; DB09198; DB09213; DB09238; DB09241; DB09280; DB09288; DB09570; DB11560; DB11586; DB11611; DB11614; DB11632; DB11633; DB11672; DB11689; DB11739; DB11753; DB11757; DB11823; DB11901; DB11943; DB11963; DB11995; DB12001; DB12015; DB12070; DB12095; DB12147; DB12151; DB12245; DB12332; DB12371; DB12457; DB12474; DB12499; DB12597; DB12808; DB12978; DB13136; DB13174; DB13406; DB13609; DB13675; DB13746; DB13874; DB13919; DB13941; DB13943; DB13944; DB13946; DB13952; DB13953; DB13954; DB13955; DB13956; DB13975; DB14009; DB14011; DB14025; DB14033; DB14055; DB14568; DB14631; DB14635; DB14737; DB14881; DB14921; DB14973; DB14975; DB14984; DB14989; DB15011; DB15133; DB15149; DB15233; DB15328; DB15444; DB15568; DB15569; DB15822; DB16236; DB16267; DB17083
2804,Deoxycytidine kinase,DCK,"",M60527,P27707,DCK_HUMAN,1P5Z; 1P60; 1P61; 1P62; 2A2Z; 2A30; 2A7Q; 2NO0; 2NO1; 2NO6; 2NO7; 2NO9; 2NOA; 2QRN; 2QRO; 2ZI3; 2ZI4; 2ZI5; 2ZI6; 2ZI7; 2ZI9; 2ZIA; 3HP1; 3IPX; 3IPY; 3KFX; 3MJR; 3QEJ; 3QEN; 3QEO; 4JLJ; 4JLK; 4JLM; 4JLN; 4KCG; 4L5B; 4Q18; 4Q19; 4Q1A; 4Q1B; 4Q1C; 4Q1D; 4Q1E; 4Q1F,,DCK,HGNC:2704,Humans,DB00242; DB00441; DB00631; DB00642; DB00709; DB00879; DB00943; DB00987; DB01262; DB01280; DB02594; DB04961
9851,Beta-lactamase,,,,Q939N4,Q939N4_ECOLX,1YLW,,,,Escherichia coli,DB01598
9854,Beta-lactamase,blaCTX-M-14,,,Q9L5C7,Q9L5C7_ECOLX,1YLT; 1YLY; 1YLZ; 4XXR; 5TW6; 5TWD; 5TWE; 5VTH; 6BT6; 6MD8; 6MIA,,,,Escherichia coli,DB01598
9857,Beta-lactamase,blaCTX-M-27,,,Q840M4,Q840M4_ECOLX,1YLP,,,,Escherichia coli,DB01598
2887,Cytochrome P450 2C8,CYP2C8,"",M17397,P10632,CP2C8_HUMAN,1PQ2; 2NNH; 2NNI; 2NNJ; 2VN0,,CYP2C8,HGNC:2622,Humans,DB00169; DB00170; DB00184; DB00197; DB00201; DB00205; DB00208; DB00214; DB00227; DB00250; DB00252; DB00255; DB00257; DB00281; DB00295; DB00307; DB00321; DB00333; DB00338; DB00342; DB00343; DB00347; DB00359; DB00363; DB00374; DB00381; DB00398; DB00402; DB00412; DB00418; DB00421; DB00439; DB00440; DB00443; DB00448; DB00451; DB00455; DB00465; DB00468; DB00471; DB00481; DB00482; DB00486; DB00501; DB00503; DB00530; DB00531; DB00532; DB00533; DB00544; DB00549; DB00554; DB00564; DB00586; DB00588; DB00603; DB00604; DB00608; DB00613; DB00615; DB00617; DB00619; DB00622; DB00624; DB00625; DB00635; DB00641; DB00661; DB00675; DB00678; DB00682; DB00688; DB00714; DB00741; DB00755; DB00758; DB00764; DB00780; DB00783; DB00784; DB00788; DB00796; DB00799; DB00814; DB00818; DB00829; DB00834; DB00836; DB00845; DB00850; DB00857; DB00897; DB00907; DB00908; DB00912; DB00916; DB00918; DB00921; DB00938; DB00946; DB00951; DB00959; DB00972; DB00973; DB00977; DB01009; DB01023; DB01024; DB01026; DB01029; DB01032; DB01037; DB01039; DB01045; DB01050; DB01060; DB01062; DB01072; DB01076; DB01079; DB01095; DB01110; DB01115; DB01118; DB01124; DB01129; DB01132; DB01138; DB01174; DB01181; DB01184; DB01198; DB01201; DB01217; DB01218; DB01220; DB01221; DB01222; DB01229; DB01232; DB01234; DB01241; DB01259; DB01261; DB01357; DB01393; DB01394; DB01424; DB01435; DB01583; DB01609; DB01611; DB01645; DB01685; DB02709; DB04216; DB04725; DB04847; DB04854; DB04868; DB05015; DB05219; DB05229; DB05467; DB05667; DB05812; DB06077; DB06119; DB06137; DB06210; DB06448; DB06510; DB06589; DB06595; DB06605; DB06616; DB06670; DB06712; DB06729; DB06738; DB06739; DB06770; DB06772; DB08496; DB08502; DB08822; DB08828; DB08860; DB08864; DB08875; DB08880; DB08881; DB08896; DB08899; DB08901; DB08906; DB08911; DB08912; DB08918; DB08922; DB08931; DB08932; DB09054; DB09061; DB09068; DB09078; DB09080; DB09118; DB09183; DB09198; DB09199; DB09200; DB09201; DB09213; DB09241; DB09256; DB09280; DB09296; DB09570; DB11362; DB11613; DB11632; DB11633; DB11652; DB11689; DB11753; DB11757; DB11853; DB11901; DB11978; DB11979; DB11995; DB12001; DB12015; DB12020; DB12026; DB12070; DB12095; DB12130; DB12151; DB12245; DB12267; DB12332; DB12466; DB12471; DB12499; DB12543; DB12612; DB12781; DB12808; DB13179; DB13746; DB13867; DB13874; DB13919; DB13943; DB13944; DB13946; DB13952; DB13953; DB13954; DB13955; DB13956; DB13997; DB14009; DB14055; DB14512; DB14538; DB14539; DB14540; DB14541; DB14542; DB14543; DB14544; DB14545; DB14568; DB14631; DB14649; DB14761; DB14840; DB14921; DB15133; DB15328; DB15444; DB15568; DB15569; DB15685; DB15822; DB15935; DB16165; DB16236; DB16267; DB16536; DB16703; DB17083
3074,Carbonyl reductase [NADPH] 1,CBR1,"",J04056,P16152,CBR1_HUMAN,1WMA; 2PFG; 3BHI; 3BHJ; 3BHM; 4Z3D,,CBR1,HGNC:1548,Humans,DB00414; DB00502; DB00694; DB00776; DB00997; DB01039; DB01046; DB04463; DB04844; DB05197; DB06263; DB09212; DB12161
3106,Nucleoside diphosphate kinase A,NME1,"",X75598,P15531,NDKA_HUMAN,1JXV; 1UCN; 2HVD; 2HVE; 3L7U; 4ENO,,NME1,HGNC:7849,Humans,DB00441; DB00640; DB00709; DB00718; DB08934; DB09299; DB14126
3195,Arylsulfatase A,ARSA,"",X52151,P15289,ARSA_HUMAN,1AUK; 1E1Z; 1E2S; 1E33; 1E3C; 1N2K; 1N2L; 2AIJ; 2AIK; 2HI8,,ARSA,HGNC:713,Humans,DB01141; DB04786
3281,Nucleoside diphosphate kinase B,NME2,"",X58965,P22392,NDKB_HUMAN,1NSK; 1NUE; 3BBB; 3BBC; 3BBF,,NME2,HGNC:7850,Humans,DB00640; DB00709; DB00718; DB09299; DB14126
3336,Cytochrome P450 2A6,CYP2A6,"",X13897,P11509,CP2A6_HUMAN,1Z10; 1Z11; 2FDU; 2FDV; 2FDW; 2FDY; 3EBS; 3T3Q; 3T3R; 4EJJ; 4RUI,,CYP2A6,HGNC:2610,Humans,DB00170; DB00182; DB00184; DB00216; DB00238; DB00252; DB00257; DB00281; DB00312; DB00313; DB00316; DB00330; DB00356; DB00363; DB00396; DB00443; DB00470; DB00471; DB00495; DB00531; DB00544; DB00553; DB00568; DB00604; DB00635; DB00675; DB00690; DB00717; DB00741; DB00752; DB00755; DB00763; DB00916; DB00951; DB00959; DB00972; DB00983; DB01006; DB01011; DB01026; DB01028; DB01037; DB01039; DB01043; DB01045; DB01085; DB01110; DB01115; DB01118; DB01159; DB01174; DB01181; DB01213; DB01222; DB01234; DB01236; DB01274; DB01435; DB01544; DB03783; DB04841; DB04871; DB04977; DB05676; DB06119; DB06292; DB06448; DB06470; DB06712; DB06739; DB09061; DB09068; DB09256; DB09274; DB09327; DB11586; DB12245; DB12816; DB14009; DB14631; DB14649; DB14737; DB15119
3480,Cytochrome P450 26A1,CYP26A1,,AF005418,O43174,CP26A_HUMAN,"",,CYP26A1,HGNC:2603,Humans,DB00162
3532,"Tryptophan 2,3-dioxygenase",TDO2,993046,U32989,P48775,T23O_HUMAN,4PW8,,,HGNC:11708,Humans,DB00150; DB00500; DB00779
3533,Cytochrome P450 2E1,CYP2E1,181360,J02625,P05181,CP2E1_HUMAN,3E4E; 3E6I; 3GPH; 3KOH; 3LC4; 3T3Z,,,HGNC:2631,Humans,DB00041; DB00109; DB00118; DB00170; DB00184; DB00201; DB00203; DB00208; DB00228; DB00250; DB00252; DB00255; DB00257; DB00277; DB00316; DB00330; DB00347; DB00356; DB00379; DB00412; DB00428; DB00458; DB00468; DB00477; DB00486; DB00501; DB00540; DB00586; DB00593; DB00602; DB00617; DB00622; DB00623; DB00627; DB00633; DB00636; DB00655; DB00661; DB00675; DB00679; DB00690; DB00753; DB00763; DB00773; DB00780; DB00794; DB00818; DB00822; DB00851; DB00869; DB00883; DB00898; DB00904; DB00908; DB00918; DB00949; DB00951; DB00969; DB00972; DB01007; DB01011; DB01028; DB01045; DB01068; DB01079; DB01086; DB01104; DB01110; DB01115; DB01127; DB01136; DB01151; DB01154; DB01156; DB01159; DB01167; DB01173; DB01174; DB01189; DB01191; DB01204; DB01213; DB01223; DB01234; DB01236; DB01394; DB01403; DB01412; DB01435; DB01544; DB01558; DB01595; DB01628; DB01844; DB02520; DB02701; DB03783; DB04216; DB04379; DB04794; DB04856; DB04858; DB04920; DB04946; DB04951; DB04977; DB05109; DB05708; DB06016; DB06119; DB06201; DB06370; DB06448; DB06595; DB06637; DB06712; DB06728; DB06770; DB06774; DB08846; DB08864; DB08868; DB08995; DB09061; DB09120; DB09256; DB09288; DB09328; DB09462; DB11689; DB11837; DB11943; DB12466; DB12499; DB13174; DB13609; DB13941; DB13963; DB14009; DB14046; DB14649; DB14737; DB14840
3534,Cytochrome P450 2A13,CYP2A13,11494143,AF209774,Q16696,CP2AD_HUMAN,2P85; 2PG5; 2PG6; 2PG7; 3T3S; 4EJG; 4EJH; 4EJI,,,HGNC:2608,Humans,DB00184; DB00553; DB00624; DB03783; DB13943; DB13944; DB13946
